word_id,Word,Article_Frequency,Title_Frequency
9053,governing,9,0
15354,partyprime,1,0
18496,rugby,3,0
24000,wirehowever,3,0
22610,undecided,15,0
10269,identified,16,0
22027,toriesheres,1,0
22868,upcoming,8,0
23340,votingtactical,3,0
3618,choicesome,2,0
16428,practice,28,0
8439,fptp,12,0
23952,winsit,2,0
5644,democratic,40,0
12023,leaning,9,0
1037,areathis,4,0
559,aligned,2,0
10813,instance,10,0
14947,outweigh,1,0
13977,neither,15,0
23953,winslabour,1,0
10622,indicate,14,0
16753,progressive,19,0
12076,leftwing,36,0
16127,politiciansgroups,1,0
7263,er,2,0
17229,rarely,11,0
16254,popular,38,0
23254,votefor,1,0
22208,translated,2,0
19144,seatsthe,10,0
22191,transferable,1,0
17213,rank,17,0
16487,preferencehowever,1,0
3327,centwhere,1,0
17391,recommendedahead,1,0
14863,ousted,18,1
9111,governmentthe,15,0
17393,recommends,2,0
4217,comprise,1,0
5140,cymruamongst,1,0
11293,jacob,101,2
17491,reesmogg,30,2
14194,norfolk,20,0
7863,fareham,4,0
23527,waterloovilleif,1,0
1237,astounding,3,0
8691,gaining,9,0
12914,masse,1,0
15409,pastthere,2,0
23002,uxbridge,3,0
8690,gained,10,0
19109,seatit,1,0
24006,wireit,6,0
1195,assented,1,0
15081,pact,7,1
15405,pasthowever,1,0
20025,somerton,3,0
8550,frome,8,0
6539,dwindled,1,0
12117,lent,5,0
9183,grateful,3,0
5260,daveyin,1,0
20101,southwest,7,0
4411,conservativeswhat,1,0
6869,electionpolling,3,0
21753,threeway,15,0
5679,demschris,1,0
4483,consultancy,1,0
10558,increasingly,29,0
20058,sophisticated,7,0
16308,possiblein,1,0
22046,toriesthat,1,0
12860,marginals,4,0
22857,unwilling,4,0
7077,enabling,3,0
14603,onprime,1,0
7532,excel,1,0
23981,wirecampaigners,1,0
5603,deliver,105,2
8131,firstpastthepost,10,0
10873,intentionsneal,1,0
11937,lawson,1,0
23223,vital,11,0
9716,helping,19,1
7215,entrenches,1,0
15505,pendulum,1,0
9247,grind,1,0
554,alienates,1,0
7179,enshrines,1,0
77,abusive,4,0
8334,forever,6,0
13592,moreif,1,0
7587,exists,2,0
4784,countrynaomi,1,0
3329,ceo,9,0
8893,getvotingorg,5,0
5429,decade,72,0
5605,deliverance,1,0
10775,insight,8,0
6397,drafted,6,0
4741,counter,11,3
18117,revealit,2,0
18294,risked,7,0
12666,mail,48,2
5577,defy,6,1
17670,relationship,30,0
20594,strained,4,0
5175,dan,10,0
11670,kitwoodgetty,3,0
10334,imagesamong,2,0
21431,tempted,6,0
17553,reformon,2,0
20371,starkest,2,0
4375,conservativein,3,0
8392,fortuneshe,2,0
3175,carrie,4,0
23858,wife,88,1
16336,posting,9,0
10804,instagram,30,1
1722,beautiful,8,0
18752,sardiniaphotos,2,0
17681,relaxing,3,0
3878,coastcarrie,2,0
10807,instagramisaac,2,0
12162,levido,9,0
11700,known,52,0
257,admire,2,0
2261,boss,10,0
19807,skill,19,0
17610,regular,16,0
14870,outbut,3,0
22598,unclear,9,0
2055,blame,54,4
20647,streetmr,3,0
20343,stampede,2,0
7588,exit,41,2
17944,resigning,2,0
11884,laterso,2,0
7100,endorsement,15,0
16884,protory,2,0
7652,explicit,9,0
12560,loyal,7,0
601,allieson,2,0
550,alice,3,0
10061,hopkin,2,0
14207,normanton,4,0
9724,hemsworth,4,0
11237,itmr,3,0
9638,healed,2,0
11146,israelgaza,2,0
2895,calledone,2,0
23665,weighing,2,0
17230,rarity,3,0
2995,campaignsources,2,0
8515,friction,2,0
7461,eventone,2,0
9720,helpwith,2,0
4205,complicate,3,0
5304,dayhe,3,0
17714,reluctant,4,0
3985,comeback,5,1
16463,predicted,78,0
10753,inperson,4,0
7471,eventthe,4,0
22165,trailing,9,0
13709,mpsmr,2,0
10482,improvement,11,0
11997,leaderthe,5,0
1377,avoided,5,0
6778,electiona,11,0
16089,policiessam,2,0
7834,fankhauser,2,0
16730,professor,19,0
7191,enterprise,4,0
20473,stcentury,2,0
21385,technology,22,0
10750,innovation,7,0
12371,liveable,2,0
15878,planetmeanwhile,2,0
4255,concluded,14,0
22910,upreform,2,0
15102,paifs,2,0
7042,emmerson,2,0
4890,crackdown,11,0
23508,wasteful,4,0
13588,morehe,2,0
16612,priority,59,1
12513,loser,6,0
20156,specifiedthe,2,0
22633,underlined,5,0
831,antibrexit,2,0
21195,tacticallyspeaking,2,0
12424,location,19,0
23928,wininstead,2,0
17003,pursue,3,0
19251,selfappointed,2,0
19964,soaring,8,0
22111,touting,2,0
19443,shakeup,2,0
6583,earnings,7,0
658,altogetherclick,2,0
15026,overtook,4,0
21740,threatens,7,0
5753,deprive,2,0
4778,countryin,3,0
17991,responded,39,0
22564,unaccountable,13,0
12715,majoritythey,2,0
9858,himand,2,0
8826,generationnigel,2,0
1020,archivereform,2,0
21589,themtax,2,0
13971,neidle,2,0
13317,minibudgetbut,2,0
14932,outsidethebox,2,0
21675,thinkinghe,2,0
14739,otheris,2,0
4474,constitutional,11,1
24438,yesand,2,0
931,appealing,4,0
22147,traditional,33,0
1429,backer,5,1
4410,conservativesupporting,2,0
14444,offered,16,0
17698,reliefmr,2,0
231,addressed,12,0
13181,merely,5,0
5622,delved,2,0
16756,prohibitednigel,2,0
1498,balancereform,2,0
12215,licencesmr,2,0
2791,businesseselsewhere,2,0
30,abolish,25,0
10962,introducing,17,0
5613,delivery,29,0
4145,companiesmr,3,0
12364,litre,2,0
6185,ditch,7,0
6582,earning,14,0
7830,famous,5,1
10910,internet,2,0
13143,meme,8,0
1727,beckham,1,0
6149,dissembler,1,0
21502,thank,9,0
16707,procuring,1,0
5171,damning,3,0
17284,readily,2,0
6906,electionstarmer,3,0
5959,dilemma,3,0
5040,crossed,8,0
2337,branded,16,0
8561,frontbenchthank,1,0
18030,restyled,1,0
13464,moderate,11,0
16841,propped,1,0
5170,damn,2,0
22698,unfit,5,0
2456,britainnot,1,0
14572,onetime,3,0
2259,bos,13,0
8530,friend,54,1
5869,devised,2,0
17248,rationalising,1,0
9879,himselfone,1,0
21146,sympathy,2,0
10218,hurt,6,0
14375,observed,1,0
17870,repositioning,1,0
18165,rewriting,6,0
18849,saythere,2,0
11469,judgment,13,0
403,agent,26,0
20312,staged,5,0
18717,salisbury,6,0
22549,ultimately,15,0
3684,citizenin,1,0
12583,ludicrous,1,0
10447,implication,5,0
11714,kremlin,11,1
22349,truthfully,1,0
14719,originated,3,0
14256,noton,1,0
9851,hilary,3,0
1866,benn,4,0
10925,intervened,6,0
13720,mr,14,0
1419,backbench,8,0
4648,corbynstarmer,1,0
12232,lieutenant,4,0
3477,charged,11,0
20489,steering,2,0
12131,lest,1,0
10437,implementation,1,0
16596,principlewhen,1,0
19305,sensible,12,0
175,activist,76,2
4373,conservativehome,9,0
9182,grassroots,7,0
3236,caught,49,0
22804,unprepared,1,0
1220,association,15,0
4012,commentary,4,0
10690,influenced,8,0
22300,troubled,4,0
19957,soaking,1,0
21782,thunderstorm,1,0
21033,surveyed,7,0
4374,conservativehomes,3,0
1127,arrogance,2,0
10546,incompetence,4,0
10474,impressionsfinally,1,0
10473,impression,10,0
15143,panel,17,0
22836,unsurefew,1,0
16936,publicly,15,0
11120,isaac,4,0
20609,strategist,4,0
8326,foremost,4,0
1599,baroness,2,0
5266,davidson,2,0
14404,october,45,0
14276,november,26,0
21446,tense,6,0
7539,exchancellor,2,0
9575,hastened,2,0
20639,streetin,2,0
7846,farageletters,2,0
20968,supportiveletters,2,0
8877,gettyasked,2,0
4510,content,33,0
4826,courseon,2,0
22164,trailin,1,0
15398,passionate,5,0
17477,reelect,2,0
12912,massacre,2,0
17722,remained,14,0
22427,twitter,27,0
15018,overtaken,4,0
21882,timethe,7,0
2169,body,36,0
8687,gaffeprone,2,0
3006,campaignto,2,0
24081,woe,4,1
14252,notin,3,0
745,anchor,6,0
11992,leadershipsir,4,0
18006,responsible,37,0
16460,predicament,2,0
22732,uninspiring,2,0
13230,middlesbrough,6,0
3791,cleveland,4,0
2250,borisjohnson,3,0
15028,overturn,8,0
10809,install,7,0
22421,twicen,2,0
15766,pictwittercomppwjsylpz,2,0
19707,simonclarkemp,2,0
10781,insist,5,0
8401,forwardthe,3,0
846,antidote,3,0
6852,electionmark,2,0
4872,covid,71,1
23006,vaccine,8,0
2940,campaignboris,2,0
20476,steadied,4,0
11858,largely,28,0
6630,echo,13,0
22544,ukwide,7,0
2818,bute,3,0
10132,houseit,1,0
22448,twostage,3,0
6834,electionimage,1,0
10489,imthe,1,0
12786,manifestoit,1,0
2831,buyer,22,0
4934,creative,2,0
24565,zerohours,2,0
4559,contractsthe,1,0
4895,cradle,1,0
3138,careerimage,1,0
1583,barlowmr,1,0
5671,demonstrating,3,0
14453,officebut,1,0
4680,corrupt,5,0
10547,incompetent,12,0
20420,startthe,2,0
18499,ruining,2,0
24193,worldleading,2,0
21264,tarnishing,2,0
23510,wasting,4,0
13429,misusing,2,0
13517,moneymr,3,0
22788,unlock,11,0
16356,potentialhe,1,0
22789,unlocked,1,0
16358,potentialwe,1,0
21907,tirelessly,2,0
5070,cry,11,0
3419,changeimage,1,0
1582,barlowfollowing,1,0
8345,forlabour,1,0
2945,campaignersasked,1,0
12294,limitread,1,0
4782,countrymeanwhile,2,0
15594,perhead,1,0
11352,jet,4,0
22047,toriesthe,5,0
21125,switched,7,0
24201,worldwide,3,0
4660,coronavirus,4,0
15138,pandemicso,2,0
20060,sorely,3,0
13422,mistakenthe,1,0
6148,dissatisfied,4,0
18764,satisfaction,6,0
4433,consistently,11,0
7984,fell,21,0
12924,matched,6,0
1320,august,10,0
20536,stint,7,0
13355,ministersir,4,0
22065,torylabour,3,0
7479,everafter,2,0
5971,dip,4,2
23280,votersat,2,0
20879,sunakmeanwhile,2,0
13931,neckinneck,2,0
9352,gunning,3,0
21680,thirdhighest,2,0
15300,partyboth,2,0
23289,voterslabour,2,0
16176,polled,9,0
19499,shedding,2,0
11314,januaryalthough,2,0
3632,chose,10,0
10601,independentif,2,0
10874,intentionthe,2,0
23668,weighted,3,0
17881,representative,19,0
16260,populationsatisfaction,2,0
19323,separate,33,0
13545,monthly,6,0
824,answering,12,0
18767,satisfieddissatisfied,2,0
13327,ministeras,2,0
15309,partydespite,2,0
11511,jumped,8,0
3290,centmr,5,0
11510,jump,17,2
18765,satisfactionan,2,0
19882,slowing,3,0
2828,button,2,0
24393,yearsmeanwhile,2,0
23851,widespread,7,0
15134,pandemic,45,0
20593,strain,2,0
10673,infected,8,0
2112,blood,10,0
19820,skyhigh,4,0
12355,listsmigration,2,0
8182,flawsfollow,1,0
22875,updatesthe,2,0
19644,shy,4,0
21509,thatbut,7,0
3440,changeunder,1,0
10960,introduced,28,0
1517,ballotsthis,1,0
13873,nationally,7,0
1759,beforethe,2,0
8477,fraudbut,1,0
13319,minimal,1,0
23338,votingread,1,0
13613,morewhat,1,0
10289,idmanifesto,1,0
3526,checker,3,0
15950,pledgingthe,1,0
17906,requirementof,1,0
6129,disproportionality,1,0
16097,policyaccording,1,0
23512,watchdog,46,2
16239,poorer,9,0
6131,disproportionately,2,0
11286,jack,48,0
23790,wherever,15,0
16010,podcasts,9,0
19677,signal,11,0
5430,decadea,1,0
24168,workjacob,1,0
1431,backfired,4,0
23009,vagina,8,1
15508,penis,11,1
20661,strengthening,2,0
16293,positionthe,1,0
20671,stressing,3,0
2012,biological,26,0
19417,sex,46,0
12647,magazine,10,0
23650,weeksir,2,0
2013,biologically,5,0
13740,muddle,1,0
11185,issuethe,5,0
8106,fire,37,2
11154,issuebut,2,0
21983,tonys,4,0
21520,thatin,2,0
3352,cervix,4,0
19761,singlesex,13,0
1198,asserted,1,0
19421,sexin,1,0
16806,prompted,15,0
15512,penisthree,2,0
9510,hardened,1,0
20344,stance,28,0
19264,selfidentification,1,0
7990,female,9,0
6355,downfallduring,1,0
105,accommodate,2,0
15424,patientsi,1,0
15399,passionately,2,0
8927,girl,15,0
18700,saidwhether,1,0
17572,refuge,3,0
20763,subjected,2,0
19430,sexual,13,0
16530,preserve,2,0
21529,thator,1,0
23442,ward,16,0
18450,routinely,3,0
10093,hospitalsa,1,0
14385,obtaining,4,0
6217,doctorunder,1,0
994,approve,2,0
8660,futile,3,0
5582,dehumanising,4,0
22167,trailmr,1,0
5931,differencehe,3,0
7102,endorsing,13,0
4625,coordinated,7,0
5933,differencein,1,0
8398,forwardmr,1,0
11393,johnon,1,0
18750,sardinia,2,0
121,accountthe,1,0
5632,dementia,15,0
18787,saunderss,5,0
5894,diagnosed,12,0
6065,disease,11,0
20626,streak,1,0
22581,unbearably,1,0
7912,fatherinlaw,1,0
10071,horrendous,1,0
11477,juggle,1,0
17427,recoversaunders,1,0
79,abysspaul,1,0
2775,burstow,1,0
8529,fried,1,0
9445,handling,21,1
23837,whyunder,1,0
12290,limitback,1,0
9996,homebased,1,0
16807,prompting,8,0
8644,furore,3,0
23523,watered,1,0
13032,maytwo,1,0
10506,inaugural,1,0
14953,ovenready,2,0
8154,fix,17,0
624,allthe,2,0
23756,westport,1,0
19329,september,30,0
22854,unveiling,3,0
8881,gettycovid,1,0
10439,implemented,4,0
2745,bumped,3,0
6961,elephant,1,0
6477,ducked,7,0
1096,aroundthe,1,0
17395,recommits,1,0
10549,inconsistent,1,0
3648,chronic,7,0
19573,shortage,7,0
22235,treated,16,0
5958,dignity,22,0
12266,lightness,1,0
3492,charity,14,0
6230,dodge,5,0
17568,reformyet,1,0
2120,blowing,2,0
316,advocacy,2,0
666,alzheimers,2,0
708,amongst,14,0
5466,decisionmakersin,1,0
53,absence,54,3
5961,dilnot,1,0
22906,upper,12,0
2440,brinkits,1,0
21812,ticking,3,1
2187,bomb,2,1
18780,saunders,143,0
4097,committing,3,0
888,anyones,5,0
401,agendasaunderss,1,0
7803,familiar,13,0
7106,endured,3,0
17383,recognised,7,0
1317,audrey,3,0
8340,forgot,1,0
17803,repeating,6,0
5373,deathchris,1,0
3646,christopher,3,0
15938,pledgerstill,1,0
1318,audreys,1,0
969,appointment,38,1
5896,diagnosis,9,0
12237,lifechanging,5,0
8895,getwhile,1,0
14078,nhsfunded,1,0
16899,provision,9,0
199,acute,11,0
3588,childrens,13,0
11795,labyrinthine,1,0
7209,entitled,9,0
9994,homeand,1,0
20696,stroke,1,0
17537,reflectsbut,1,0
18742,sandwich,7,0
20035,somewheresaunders,1,0
13229,middleoftheroad,1,0
13913,nearby,9,0
17792,repay,3,0
711,amounting,1,0
13102,median,1,0
18712,salary,16,0
21065,sussex,11,0
2090,blitzing,1,0
20537,stipulated,1,0
20000,sold,9,0
5921,died,32,0
7945,february,26,0
16351,pot,9,0
20209,spentwhile,1,0
13655,motherinlaw,2,0
17937,residential,5,0
10512,incapacitated,1,0
12531,lotterythe,1,0
8854,geoff,8,0
16956,pughthe,1,0
7987,fellow,23,0
2275,bottery,1,0
22441,twofold,1,0
5446,decent,15,0
17547,reforming,5,0
22908,upping,1,0
3216,catastrophic,10,0
4709,costskieran,1,0
12757,managing,4,0
20281,squiggle,1,0
4482,consult,6,0
16480,preempt,1,0
19664,sidestep,2,0
22776,unlawful,4,0
16912,prudent,1,0
17603,registermeanwhile,1,0
23885,willingness,11,0
9179,grasp,13,1
13990,nettle,5,1
881,anybody,10,1
10485,improving,10,0
2207,book,23,0
9905,hired,3,0
6927,electionvettingcom,1,0
5695,denied,57,0
20540,stitch,3,0
3931,colin,4,0
2115,bloom,2,0
19063,scrutinise,3,0
16183,pollmeanwhile,1,0
17565,reformthe,1,0
9200,greece,4,0
2967,campaignkey,1,0
4153,companykeir,1,0
18280,risesrishi,1,0
15897,plansunaks,1,0
4835,courting,4,0
9226,gregoryrishi,6,0
7891,farron,5,0
5208,dash,4,0
5781,deserting,4,0
14318,numbersfarmers,2,0
2752,bungled,2,0
5362,dealsliberal,2,0
17912,rescue,8,0
14452,officebadger,1,0
5082,cull,13,0
3231,cattle,3,0
1473,badger,13,0
20259,spread,12,0
2288,bovine,4,0
22363,tuberculosis,2,0
3233,cattlespeaking,1,0
10522,incidence,2,0
24159,workingi,2,0
18988,science,10,0
20014,solutionand,2,0
6969,eliminated,3,0
6970,eliminating,4,0
16319,possum,2,0
10460,importantwatch,1,0
9225,gregorydavid,1,0
24086,wokery,4,0
16639,privilege,14,0
19982,societythe,2,0
9232,grew,11,2
19977,societyhe,1,0
16164,politicssunak,1,0
7951,feed,22,0
7868,farm,23,1
5880,devoncome,2,0
8211,flock,5,0
15534,penthey,3,0
110,accompanying,8,0
18675,saidrishi,4,0
1274,attempting,13,0
15734,pictwittercomexsszo,2,0
23840,wickham,3,0
546,alexwickham,3,0
20813,sued,4,0
15374,partyvettingcom,1,0
16172,polla,2,0
24166,workit,1,0
2057,blamed,22,0
7781,faith,37,0
7126,engagement,9,0
309,adviser,21,1
11400,johnsonour,1,0
17869,reportvetting,1,0
22532,ukrishi,1,0
12854,margaret,19,1
21510,thatcher,13,1
8163,flagging,1,0
4675,correspondentrishi,1,0
1616,base,9,0
23780,wheel,1,0
14944,outthe,4,0
9171,graphic,2,0
11804,lady,13,0
17122,quote,9,0
11104,iron,1,0
17169,railing,2,0
19973,socialistshours,1,0
19970,socialism,1,0
9830,highlighting,5,0
21439,tendenciesin,1,0
19971,socialismwatch,1,0
18119,reveals,12,4
3530,cheer,3,0
9229,gregorystarmer,1,0
12010,leaf,18,1
1750,beer,5,0
19678,signalled,2,0
13674,moveasked,1,0
18626,saidbut,5,0
42,aboutthat,1,0
20652,streetsit,1,0
4931,creation,16,0
8852,genuinely,22,0
11749,labourbritains,1,0
20328,stake,14,1
20329,stakeasked,1,0
3619,choicethe,3,0
3784,clearest,3,0
2181,boldest,3,0
8666,futurehe,4,0
5071,crystal,13,0
12250,lifesunak,2,0
2950,campaigni,2,0
21508,thatboris,1,0
7241,episode,16,0
16621,prisonerthe,1,0
20391,starmermeetsrealpeople,1,0
8681,gabardine,2,0
1630,basingstoke,6,0
3536,cheese,3,0
3475,charcuterie,2,0
16980,punter,5,0
3897,coffee,9,0
22217,trapped,3,0
9904,hippo,1,0
10200,hungry,2,0
1117,arrivalthe,1,0
21617,theo,7,1
15169,paphitis,8,1
2416,briefly,4,0
12328,lipread,1,0
6403,dragon,5,0
5692,den,3,0
6425,dressed,8,0
9635,headtotoe,1,0
19537,shirt,2,0
22675,undone,1,0
16427,practically,3,0
13902,navel,1,0
8956,glitter,1,0
6038,discokeir,1,0
6620,eats,1,0
6434,drink,12,0
15048,owner,9,0
4193,complains,1,0
19286,semicircle,1,0
2926,camera,11,0
19638,shuffling,1,0
22079,tother,1,0
22425,twist,2,0
7399,evade,4,0
6232,dodging,2,0
2735,bullet,1,0
1176,asks,7,0
431,agrees,3,1
6339,doubting,2,0
22321,truewhat,1,0
921,apotheosis,1,0
2438,brink,2,0
3322,century,9,0
9521,hardly,13,0
21825,tightly,2,0
4576,controlled,2,0
15674,philosopher,1,0
13051,mcgoohan,1,0
16620,prisoner,8,0
190,actorsi,1,0
18347,rogue,2,0
12746,manabsolutely,1,0
24238,wouldnt,55,1
17298,realise,14,0
104,accidentally,2,0
22083,touched,14,0
17820,reply,5,0
24572,zilch,2,0
20135,speaks,13,1
12533,louder,2,0
24127,wordssir,1,0
23217,visited,19,0
11357,jewellery,1,0
3954,college,16,0
18436,rousseaupadoesnt,1,0
9937,hmm,1,0
6274,donation,51,1
15907,platewas,1,0
12648,maggie,7,0
19274,selfobsessed,1,0
8341,forgotten,3,0
3590,chill,1,0
15816,pill,1,0
7760,fail,11,0
8848,gently,1,0
20305,staffer,7,0
23400,wallas,1,0
19602,showbiz,2,0
769,animal,2,0
2497,brooke,3,2
11657,kinsella,5,2
19696,silence,15,0
7239,epidemic,5,3
2498,brother,16,0
2518,brutally,2,0
3268,celebrated,9,0
4201,completing,2,0
8784,gcse,6,0
515,alarmed,5,2
5419,debatethe,9,1
22938,urgently,18,1
1264,attacksbrookes,1,0
15383,pashe,2,0
9239,grieving,7,1
14881,outcry,6,0
4753,countless,3,0
7907,fatality,2,0
7932,fearing,2,0
12324,lip,3,0
9622,headlineshave,2,0
7001,email,9,0
192,actress,3,0
21813,tide,3,0
22156,tragic,5,0
13772,murder,22,0
21394,teenager,13,1
3809,climbing,10,0
5431,decadeall,2,0
24212,worsen,4,0
24204,worrying,4,0
22246,trend,4,0
16872,protectionloopholes,2,0
11943,lax,2,0
23092,verification,2,0
19548,shockingly,3,0
149,acquire,2,0
22821,unsanctioned,2,0
7672,expose,7,0
3178,carrier,2,0
6456,dropping,5,0
22000,toowith,2,0
21186,tackled,13,0
19700,silent,7,0
2948,campaignher,2,0
20686,string,11,0
10076,horrifying,2,0
11628,killing,8,1
18961,schoolboy,2,0
773,anjorin,2,0
21136,sword,3,0
17199,rampage,2,0
23393,walked,6,0
9389,hainault,2,0
20290,stabbing,3,0
18964,schoolgirl,2,0
6964,elianne,2,0
748,andam,2,0
5056,croydon,11,0
24352,yearjames,2,0
1615,bascoesmith,4,0
2327,brain,6,0
13381,miraculously,4,0
21040,survived,4,0
22808,unprovoked,6,0
2468,brixton,8,0
15158,papatrick,2,0
3902,cofounded,4,0
19545,shocking,16,0
11626,killer,10,0
2731,bulger,3,0
5001,crisisone,2,0
11679,knifeobsessed,2,0
10521,inch,2,0
12619,machete,5,0
19497,shawn,5,0
19231,seesahai,6,0
24094,wolverhampton,10,0
15207,parkthis,2,0
1397,awful,10,0
1055,aretheres,2,0
12359,litany,6,0
3584,childrenknife,2,0
18592,sadly,13,0
9492,happensthis,2,0
5784,deserves,5,0
3008,campaigntwo,2,0
13775,murdering,3,0
16077,policerachel,2,0
13979,nephew,4,0
6617,eat,4,0
12907,masked,2,0
11299,jailed,3,0
3550,chest,5,0
5350,deadshe,2,0
21043,survivorsyoung,2,0
3279,cemetery,2,0
10594,independentbarry,2,0
13445,mizen,2,0
6707,educating,2,0
11364,jimmy,4,0
12050,lee,89,0
9623,headlineshe,2,0
10265,ideashe,2,0
1768,beggar,2,0
1805,belieffigures,2,0
19488,sharp,10,0
5444,december,16,0
16454,precovid,2,0
12155,levelsrishi,2,0
14470,officersin,2,0
9413,halve,7,0
22084,toucher,1,0
18735,sanction,25,1
4930,creating,12,0
16743,program,2,0
13991,network,12,0
24499,youth,16,0
3136,career,25,0
20488,steer,4,0
18442,rousseaupasir,3,0
22306,troublethe,1,0
358,afraidlabour,1,0
18610,sai,1,0
23707,welloffhe,1,0
9795,hersir,1,0
12151,levelling,12,0
23713,wellsir,1,0
4834,courtgettythere,1,0
8109,fired,8,0
9348,gun,10,0
8508,frenzied,1,0
10475,impressive,6,0
17417,recordprof,1,0
5064,crunch,4,0
24233,worthy,2,0
1290,attentionthe,1,0
127,accurate,10,1
18831,sayspoll,1,0
12495,loomsfollow,2,0
4791,countrypeople,1,0
17207,random,4,0
8025,fieldworker,1,0
17812,replica,2,0
2303,boxwe,1,0
13461,model,38,0
6804,electioncrucially,1,0
8857,geography,4,0
7255,equation,3,0
1118,arrive,17,0
7647,explainsthe,1,0
17509,referenduma,1,0
10708,informs,1,0
11214,itfor,1,0
249,adjusted,1,0
18841,saysthis,1,0
4516,contentious,2,0
10198,hung,18,0
7517,exact,5,0
22352,truthwhere,1,0
1629,basing,1,0
7648,explainsthis,1,0
21158,systematic,1,0
6324,dossier,5,0
1987,billionthe,5,0
22256,tribune,3,0
11289,jackpot,2,0
20939,superrichunder,1,0
17544,reformed,2,0
17757,removedthe,1,0
11822,lammy,12,0
19178,secretarylaura,1,0
22298,trott,3,0
19546,shockingafter,1,0
18649,saidits,1,0
17179,raisebut,1,0
20767,submission,2,0
17653,rejected,23,0
5597,deliberationsnone,1,0
16314,possiblethe,3,0
4432,consistent,7,0
16292,positionsthe,1,0
7687,extending,4,0
7567,exempt,7,0
1904,bethe,1,0
1984,billioncapital,1,0
7875,farmland,7,0
1403,axed,2,0
1985,billioncouncil,1,0
7777,fairer,8,0
7624,expensive,8,0
6333,doublelastly,1,0
5498,deems,2,0
24354,yearlabours,1,0
23054,vatbut,2,0
15684,phoneinsthe,1,0
764,anglia,3,0
11743,labourakshata,1,0
13782,murty,10,0
12573,lucia,2,0
21045,susie,4,0
19180,secretarysir,1,0
17650,reiterate,2,0
20935,superpower,1,0
5156,daisy,13,0
6687,edinburghanas,1,0
1793,bein,1,0
23176,vigorous,1,0
23155,vie,3,1
4759,countryall,1,0
2454,britainlabour,2,0
21354,teacher,43,0
18019,restore,14,0
5923,diesel,4,0
11800,ladder,3,0
18060,resurrection,1,0
7259,equity,8,0
10013,homesthe,2,0
9255,grooming,2,0
18179,rhythm,4,0
13560,monthtwo,1,0
11051,involve,5,0
4227,concedes,5,0
7322,essentialthe,1,0
14637,operates,2,0
13943,needing,5,0
15469,paywhile,1,0
8379,forth,3,0
8402,forwardwe,2,0
21092,swayed,2,0
11105,ironclad,1,0
16616,priorityshare,1,0
10776,insightful,2,0
10502,inall,1,0
3799,clicking,3,0
12435,log,3,0
18226,righthand,2,0
19054,screenmake,2,0
246,adhere,2,0
9330,guideline,7,0
9759,herejoin,1,0
17281,reader,47,3
1983,billionaire,9,2
6294,donor,39,2
5796,despairjohn,1,0
3234,caudwell,16,1
8416,founded,7,0
15687,phonesu,4,0
20638,streetelection,1,0
22195,transformation,3,0
12245,lifemr,1,0
5795,despairing,4,0
22038,toriesonly,1,0
6272,donated,13,0
1371,avert,2,0
18288,rishis,4,0
13402,mismanagement,2,0
12547,lowering,5,0
7346,ethical,3,0
130,accusation,19,0
5031,crony,2,0
1853,benefited,6,0
10478,improperly,2,0
16423,ppe,4,0
5380,debaclemr,2,0
672,amazed,1,0
22197,transformed,3,0
2439,brinkas,1,0
4040,commercially,1,0
13307,minded,2,0
9282,grow,19,0
21302,taxeshe,2,0
21815,tied,5,0
20936,superpowerhe,1,0
5476,declare,14,0
7489,everybody,21,0
18729,samewe,1,0
2459,britainthe,7,0
16350,postwar,8,0
9095,governmentread,1,0
13611,moresunaks,2,0
797,announcementtories,1,0
24221,worstever,3,0
8082,findsif,1,0
15968,plunge,1,0
17727,remarkable,8,0
22396,turnaround,2,0
4003,commanding,2,0
419,agothe,3,0
8267,follows,19,0
11578,keirsir,1,0
12008,leadthe,4,0
17652,reject,14,0
12265,lightly,1,0
12782,manifestoim,1,0
14152,non,1,0
961,applythe,1,0
22371,tuesdaypeople,1,0
24362,yearprime,1,0
5096,cumulative,9,0
15707,picked,11,0
17268,reaching,8,0
13502,mondaysome,1,0
396,agencypa,1,0
9173,graphicsin,1,0
10861,intending,2,0
20448,stationnot,1,0
1471,badge,10,0
23025,validanyone,1,0
3971,combat,11,0
8478,fraudthe,1,0
7122,enforced,1,0
7137,englandapplications,1,0
23389,walesthe,2,0
15391,passedwant,1,0
21967,tomorrow,11,0
6945,electoralcommuk,1,0
20332,stakethe,1,0
2475,broadcastershe,1,0
12243,lifelabour,1,0
20451,stationshe,1,0
1093,aroundliberal,1,0
18200,ride,8,0
18360,rollercoasters,1,0
21718,thorpe,2,0
7124,engage,11,0
16145,politicshe,5,0
10815,instantly,1,1
15557,peoplesomething,1,0
20729,stuffy,1,0
14915,outoftouch,2,0
7128,engagewhether,1,0
16014,poepleduring,1,0
11363,jim,8,0
17232,ratcliffe,5,0
6452,drop,27,2
4491,consumer,18,0
16638,prives,1,0
10615,index,5,0
1000,aprilit,1,0
13324,ministera,1,0
12787,manifestokey,1,0
16032,pointsinflation,1,0
21259,targetrishi,1,0
13714,mpsunak,1,0
18279,risesprime,1,0
21400,teethreeves,1,0
7806,familiesboris,1,0
16959,pull,11,1
9966,holidayrwanda,1,0
18719,salma,273,0
14828,ouaguirarishi,27,0
17847,reportshe,2,0
20369,stark,10,0
23886,willso,1,0
19293,sending,17,0
18950,schemesunak,1,0
